
10000000 0.0116787
20000000 0.0233256
30000000 0.0359786
40000000 0.0464467
50000000 0.0651257
60000000 0.0510725
70000000 0.0596086
80000000 0.06819
90000000 0.0467946
100000000 0.0516257
110000000 0.056791
120000000 0.0241981
130000000 0.0262684
140000000 0.0281723
150000000 0.325281
160000000 0.294753
170000000 0.312079
180000000 0.271874
190000000 0.226304
200000000 0.171866
210000000 0.424554
220000000 0.0581531
230000000 0.627247
240000000 0.552898
250000000 0.117054
260000000 0.382271
270000000 0.184914
280000000 0.470105
290000000 0.3728
300000000 0.567066
310000000 0.462569
320000000 0.22295
330000000 0.0999681
340000000 0.797407
350000000 0.0445305
360000000 0.397476
370000000 0.635085
380000000 0.515456
390000000 0.214653
400000000 0.459595
410000000 0.144462
420000000 0.398617
430000000 0.837362
440000000 0.341622
450000000 1.23673
460000000 0.914223
470000000 0.371642
480000000 0.675733
490000000 0.302378
500000000 1.31201
510000000 0.728597
520000000 0.84391
530000000 0.453931
540000000 0.575156
550000000 0.915544
560000000 0.271831
570000000 1.42016
580000000 0.512281
590000000 0.0604971
600000000 1.26324
610000000 1.17449
620000000 0.455454
630000000 0.590403
640000000 0.995427
650000000 1.78504
660000000 0.121097
670000000 1.18568
680000000 0.41589
690000000 0.546534
700000000 0.713236
710000000 0.596049
720000000 0.756171
730000000 1.93259
740000000 0.793777
750000000 0.676916
760000000 0.827914
770000000 0.685546
780000000 1.95014
790000000 1.8436
800000000 0.274612
810000000 0.446509
820000000 1.78412
830000000 1.33512
840000000 0.00340119
850000000 1.37301
860000000 2.09236
870000000 0.742274
880000000 0.567858
890000000 0.422406
900000000 1.51334
910000000 0.08911
920000000 2.53116
930000000 1.99872
940000000 0.149768
950000000 2.62039
960000000 0.353531
970000000 0.572128
980000000 0.00478123
990000000 1.58762
1000000000 1.03334
